GPRIN2	HNRNPA2B1	MAP3K8	HMMR	METRNL	GPI	RNF217	SMOX	F2RL1	LGR4	SLIRP	MTHFS
CV_258	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_259	-0.0972103148473289	0.282999985031022	-0.196838003263806	0.19290605361043	0.186437262446833	0.223905354124385	0.13424072703721	0.123591925053609	0.110103094782717	0.126100896817448	0.256179482419037	0.185722139477016
CV_260	-0.070210933721936	0.0802484976075589	-0.139009101184812	0.118494558063439	0.0849606951766184	0.142291584306354	0.0621173055532986	0.108913683441072	0.0800022952721114	0.063852366583192	0.091434909050357	0.138459107622891
CV_261	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_262	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_263	-0.0730840863988731	0.0870003678085011	-0.148006561027548	0.118529103402324	0.0934263324107769	0.143541852530729	0.0676882174355976	0.109504806184445	0.0812001170534674	0.0663899513307982	0.101373955079406	0.144383788209338
CV_264	-0.0987632019275151	0.301615343730403	-0.199393799851579	0.199716273032791	0.193130415067596	0.231881014147767	0.139077086874168	0.124714339733384	0.112869608494072	0.131224817305324	0.268865256275316	0.188165398580472
CV_265	-0.0972103148473289	0.282999985031022	-0.196838003263806	0.19290605361043	0.186437262446833	0.223905354124385	0.13424072703721	0.123591925053609	0.110103094782717	0.126100896817448	0.256179482419037	0.185722139477016
CV_266	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_267	-0.070210933721936	0.0802484976075589	-0.139009101184812	0.118494558063439	0.0849606951766184	0.142291584306354	0.0621173055532986	0.108913683441072	0.0800022952721114	0.063852366583192	0.091434909050357	0.138459107622891
CV_268	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_269	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_270	-0.0730840863988731	0.0870003678085011	-0.148006561027548	0.118529103402324	0.0934263324107769	0.143541852530729	0.0676882174355976	0.109504806184445	0.0812001170534674	0.0663899513307982	0.101373955079406	0.144383788209338
CV_271	-0.0987632019275151	0.301615343730403	-0.199393799851579	0.199716273032791	0.193130415067596	0.231881014147767	0.139077086874168	0.124714339733384	0.112869608494072	0.131224817305324	0.268865256275316	0.188165398580472
CV_272	-0.0975799163142018	0.287476343689784	-0.197428616971686	0.194576436147682	0.188027672909546	0.225904103678406	0.135413194952962	0.123842838477688	0.110766905919001	0.127344210007211	0.259209449164761	0.186289570078954
CV_273	-0.0972103148473289	0.282999985031022	-0.196838003263806	0.19290605361043	0.186437262446833	0.223905354124385	0.13424072703721	0.123591925053609	0.110103094782717	0.126100896817448	0.256179482419037	0.185722139477016
CV_274	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_275	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_276	-0.0979166613450007	0.29155727088688	-0.197966954900734	0.196099011132111	0.189478606051319	0.227728578678462	0.136480692845778	0.124070782792181	0.111373845060378	0.128476669500286	0.261970711765638	0.186804517036907
CV_277	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_278	-0.070210933721936	0.0802484976075589	-0.139009101184812	0.118494558063439	0.0849606951766184	0.142291584306354	0.0621173055532986	0.108913683441072	0.0800022952721114	0.063852366583192	0.091434909050357	0.138459107622891
CV_279	-0.0975799163142018	0.287476343689784	-0.197428616971686	0.194576436147682	0.188027672909546	0.225904103678406	0.135413194952962	0.123842838477688	0.110766905919001	0.127344210007211	0.259209449164761	0.186289570078954
CV_280	-0.0972103148473289	0.282999985031022	-0.196838003263806	0.19290605361043	0.186437262446833	0.223905354124385	0.13424072703721	0.123591925053609	0.110103094782717	0.126100896817448	0.256179482419037	0.185722139477016
CV_281	-0.0958621160846096	0.267024378638945	-0.194663525075798	0.186915653887899	0.180672097029976	0.216881248282118	0.13001303180045	0.122644526129193	0.10772222052693	0.12163294132541	0.245224006600712	0.183626317227627
CV_282	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_283	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_284	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_285	-0.070210933721936	0.0802484976075589	-0.139009101184812	0.118494558063439	0.0849606951766184	0.142291584306354	0.0621173055532986	0.108913683441072	0.0800022952721114	0.063852366583192	0.091434909050357	0.138459107622891
CV_286	-0.0979166613450007	0.29155727088688	-0.197966954900734	0.196099011132111	0.189478606051319	0.227728578678462	0.136480692845778	0.124070782792181	0.111373845060378	0.128476669500286	0.261970711765638	0.186804517036907
CV_287	-0.0972103148473289	0.282999985031022	-0.196838003263806	0.19290605361043	0.186437262446833	0.223905354124385	0.13424072703721	0.123591925053609	0.110103094782717	0.126100896817448	0.256179482419037	0.185722139477016
CV_288	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_289	-0.070210933721936	0.0802484976075589	-0.139009101184812	0.118494558063439	0.0849606951766184	0.142291584306354	0.0621173055532986	0.108913683441072	0.0800022952721114	0.063852366583192	0.091434909050357	0.138459107622891
CV_290	-0.0975799163142018	0.287476343689784	-0.197428616971686	0.194576436147682	0.188027672909546	0.225904103678406	0.135413194952962	0.123842838477688	0.110766905919001	0.127344210007211	0.259209449164761	0.186289570078954
CV_291	-0.0972103148473289	0.282999985031022	-0.196838003263806	0.19290605361043	0.186437262446833	0.223905354124385	0.13424072703721	0.123591925053609	0.110103094782717	0.126100896817448	0.256179482419037	0.185722139477016
CV_292	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_293	-0.0979166613450007	0.29155727088688	-0.197966954900734	0.196099011132111	0.189478606051319	0.227728578678462	0.136480692845778	0.124070782792181	0.111373845060378	0.128476669500286	0.261970711765638	0.186804517036907
CV_294	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_295	-0.0730840863988731	0.0870003678085011	-0.148006561027548	0.118529103402324	0.0934263324107769	0.143541852530729	0.0676882174355976	0.109504806184445	0.0812001170534674	0.0663899513307982	0.101373955079406	0.144383788209338
CV_296	-0.070210933721936	0.0802484976075589	-0.139009101184812	0.118494558063439	0.0849606951766184	0.142291584306354	0.0621173055532986	0.108913683441072	0.0800022952721114	0.063852366583192	0.091434909050357	0.138459107622891
CV_297	-0.0979166613450007	0.29155727088688	-0.197966954900734	0.196099011132111	0.189478606051319	0.227728578678462	0.136480692845778	0.124070782792181	0.111373845060378	0.128476669500286	0.261970711765638	0.186804517036907
CV_298	-0.093367648784592	0.23743368655218	-0.190674198173719	0.175792321737192	0.170075456195264	0.203871326471279	0.122133241935695	0.120886505158645	0.103388645455378	0.11331695292272	0.224948345323394	0.179682108907737
CV_299	-0.070210933721936	0.0802484976075589	-0.139009101184812	0.118494558063439	0.0849606951766184	0.142291584306354	0.0621173055532986	0.108913683441072	0.0800022952721114	0.063852366583192	0.091434909050357	0.138459107622891
CV_300	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_301	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_302	-0.0975799163142018	0.287476343689784	-0.197428616971686	0.194576436147682	0.188027672909546	0.225904103678406	0.135413194952962	0.123842838477688	0.110766905919001	0.127344210007211	0.259209449164761	0.186289570078954
CV_303	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_304	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_305	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_306	-0.0975799163142018	0.287476343689784	-0.197428616971686	0.194576436147682	0.188027672909546	0.225904103678406	0.135413194952962	0.123842838477688	0.110766905919001	0.127344210007211	0.259209449164761	0.186289570078954
CV_307	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_308	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_309	-0.0979166613450007	0.29155727088688	-0.197966954900734	0.196099011132111	0.189478606051319	0.227728578678462	0.136480692845778	0.124070782792181	0.111373845060378	0.128476669500286	0.261970711765638	0.186804517036907
CV_310	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_311	-0.0953250185486085	0.260564507203674	-0.193804666794164	0.184502725604457	0.178377543000648	0.214025235827833	0.128308023528413	0.122271788685527	0.106776329059466	0.119829665272445	0.240832902636929	0.182783812135186
CV_312	-0.0995743344311538	0.31151053480605	-0.200671795573664	0.203453316006039	0.19664424102969	0.236419128572208	0.141660021775426	0.125236966718594	0.114362159370125	0.133970247111107	0.275523954873815	0.18936312502525
CV_313	-0.0958621160846096	0.267024378638945	-0.194663525075798	0.186915653887899	0.180672097029976	0.216881248282118	0.13001303180045	0.122644526129193	0.10772222052693	0.12163294132541	0.245224006600712	0.183626317227627
CV_314	-0.0958621160846096	0.267024378638945	-0.194663525075798	0.186915653887899	0.180672097029976	0.216881248282118	0.13001303180045	0.122644526129193	0.10772222052693	0.12163294132541	0.245224006600712	0.183626317227627
CV_315	-0.0985072502671505	0.298541351068797	-0.198940796086509	0.198682708496151	0.192021719148386	0.230731814669282	0.138310040962889	0.124498460374714	0.11242622708003	0.130411098564583	0.266770025868713	0.187724633480234
CV_316	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_317	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_318	-0.0975799163142018	0.287476343689784	-0.197428616971686	0.194576436147682	0.188027672909546	0.225904103678406	0.135413194952962	0.123842838477688	0.110766905919001	0.127344210007211	0.259209449164761	0.186289570078954
CV_319	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_320	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_321	-0.0989956219233052	0.304438252454702	-0.199762099693592	0.200784098258274	0.194136864989504	0.233154411772932	0.139811756398717	0.124867930628711	0.113294849495224	0.132004654194523	0.270764745555751	0.188511108386711
CV_322	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_323	-0.0975799163142018	0.287476343689784	-0.197428616971686	0.194576436147682	0.188027672909546	0.225904103678406	0.135413194952962	0.123842838477688	0.110766905919001	0.127344210007211	0.259209449164761	0.186289570078954
CV_324	-0.0982270119177964	0.295155785112024	-0.198494667373497	0.197410244301217	0.190812816397954	0.229208165763485	0.13742418570146	0.12431149549484	0.111918642063419	0.129471551100559	0.264479891748372	0.187303181646445
CV_325	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_326	-0.0972103148473289	0.282999985031022	-0.196838003263806	0.19290605361043	0.186437262446833	0.223905354124385	0.13424072703721	0.123591925053609	0.110103094782717	0.126100896817448	0.256179482419037	0.185722139477016
CV_327	-0.0953250185486085	0.260564507203674	-0.193804666794164	0.184502725604457	0.178377543000648	0.214025235827833	0.128308023528413	0.122271788685527	0.106776329059466	0.119829665272445	0.240832902636929	0.182783812135186
CV_328	-0.0958621160846096	0.267024378638945	-0.194663525075798	0.186915653887899	0.180672097029976	0.216881248282118	0.13001303180045	0.122644526129193	0.10772222052693	0.12163294132541	0.245224006600712	0.183626317227627
CV_329	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_330	-0.0757248815549474	0.0936910982475742	-0.156299296349571	0.118726211376926	0.101240262856743	0.144692868361298	0.0727025065197195	0.110080260030109	0.0823239951304718	0.068649894564506	0.110279940785312	0.149793512618238
CV_331	-0.0757248815549474	0.0936910982475742	-0.156299296349571	0.118726211376926	0.101240262856743	0.144692868361298	0.0727025065197195	0.110080260030109	0.0823239951304718	0.068649894564506	0.110279940785312	0.149793512618238
CV_332	-0.0979166613450007	0.29155727088688	-0.197966954900734	0.196099011132111	0.189478606051319	0.227728578678462	0.136480692845778	0.124070782792181	0.111373845060378	0.128476669500286	0.261970711765638	0.186804517036907
CV_333	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_334	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_335	-0.0947349356704034	0.253485740626303	-0.192862403232996	0.181854345312678	0.175863305718912	0.210899132703991	0.126433958089182	0.121861179427049	0.105743808140782	0.117849705847777	0.236015888149463	0.181854077003831
CV_336	-0.0982270119177964	0.295155785112024	-0.198494667373497	0.197410244301217	0.190812816397954	0.229208165763485	0.13742418570146	0.12431149549484	0.111918642063419	0.129471551100559	0.264479891748372	0.187303181646445
CV_337	-0.0730840863988731	0.0870003678085011	-0.148006561027548	0.118529103402324	0.0934263324107769	0.143541852530729	0.0676882174355976	0.109504806184445	0.0812001170534674	0.0663899513307982	0.101373955079406	0.144383788209338
CV_338	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_339	-0.0972103148473289	0.282999985031022	-0.196838003263806	0.19290605361043	0.186437262446833	0.223905354124385	0.13424072703721	0.123591925053609	0.110103094782717	0.126100896817448	0.256179482419037	0.185722139477016
CV_340	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_341	-0.0958621160846096	0.267024378638945	-0.194663525075798	0.186915653887899	0.180672097029976	0.216881248282118	0.13001303180045	0.122644526129193	0.10772222052693	0.12163294132541	0.245224006600712	0.183626317227627
CV_342	-0.0982270119177964	0.295155785112024	-0.198494667373497	0.197410244301217	0.190812816397954	0.229208165763485	0.13742418570146	0.12431149549484	0.111918642063419	0.129471551100559	0.264479891748372	0.187303181646445
CV_343	-0.0975799163142018	0.287476343689784	-0.197428616971686	0.194576436147682	0.188027672909546	0.225904103678406	0.135413194952962	0.123842838477688	0.110766905919001	0.127344210007211	0.259209449164761	0.186289570078954
CV_344	-0.0730840863988731	0.0870003678085011	-0.148006561027548	0.118529103402324	0.0934263324107769	0.143541852530729	0.0676882174355976	0.109504806184445	0.0812001170534674	0.0663899513307982	0.101373955079406	0.144383788209338
CV_345	-0.0730840863988731	0.0870003678085011	-0.148006561027548	0.118529103402324	0.0934263324107769	0.143541852530729	0.0676882174355976	0.109504806184445	0.0812001170534674	0.0663899513307982	0.101373955079406	0.144383788209338
CV_346	-0.0972103148473289	0.282999985031022	-0.196838003263806	0.19290605361043	0.186437262446833	0.223905354124385	0.13424072703721	0.123591925053609	0.110103094782717	0.126100896817448	0.256179482419037	0.185722139477016
CV_347	-0.0953250185486085	0.260564507203674	-0.193804666794164	0.184502725604457	0.178377543000648	0.214025235827833	0.128308023528413	0.122271788685527	0.106776329059466	0.119829665272445	0.240832902636929	0.182783812135186
CV_348	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_349	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_350	-0.0730840863988731	0.0870003678085011	-0.148006561027548	0.118529103402324	0.0934263324107769	0.143541852530729	0.0676882174355976	0.109504806184445	0.0812001170534674	0.0663899513307982	0.101373955079406	0.144383788209338
CV_351	-0.0972103148473289	0.282999985031022	-0.196838003263806	0.19290605361043	0.186437262446833	0.223905354124385	0.13424072703721	0.123591925053609	0.110103094782717	0.126100896817448	0.256179482419037	0.185722139477016
CV_352	-0.0730840863988731	0.0870003678085011	-0.148006561027548	0.118529103402324	0.0934263324107769	0.143541852530729	0.0676882174355976	0.109504806184445	0.0812001170534674	0.0663899513307982	0.101373955079406	0.144383788209338
CV_353	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_354	-0.0958621160846096	0.267024378638945	-0.194663525075798	0.186915653887899	0.180672097029976	0.216881248282118	0.13001303180045	0.122644526129193	0.10772222052693	0.12163294132541	0.245224006600712	0.183626317227627
CV_355	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_356	-0.0730840863988731	0.0870003678085011	-0.148006561027548	0.118529103402324	0.0934263324107769	0.143541852530729	0.0676882174355976	0.109504806184445	0.0812001170534674	0.0663899513307982	0.101373955079406	0.144383788209338
CV_357	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_358	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_359	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_360	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_361	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_362	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_363	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_364	-0.0985072502671505	0.298541351068797	-0.198940796086509	0.198682708496151	0.192021719148386	0.230731814669282	0.138310040962889	0.124498460374714	0.11242622708003	0.130411098564583	0.266770025868713	0.187724633480234
CV_365	-0.0975799163142018	0.287476343689784	-0.197428616971686	0.194576436147682	0.188027672909546	0.225904103678406	0.135413194952962	0.123842838477688	0.110766905919001	0.127344210007211	0.259209449164761	0.186289570078954
CV_366	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_367	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_368	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_369	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_370	-0.0979166613450007	0.29155727088688	-0.197966954900734	0.196099011132111	0.189478606051319	0.227728578678462	0.136480692845778	0.124070782792181	0.111373845060378	0.128476669500286	0.261970711765638	0.186804517036907
CV_371	-0.0947349356704034	0.253485740626303	-0.192862403232996	0.181854345312678	0.175863305718912	0.210899132703991	0.126433958089182	0.121861179427049	0.105743808140782	0.117849705847777	0.236015888149463	0.181854077003831
CV_372	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_373	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_374	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_375	-0.0972103148473289	0.282999985031022	-0.196838003263806	0.19290605361043	0.186437262446833	0.223905354124385	0.13424072703721	0.123591925053609	0.110103094782717	0.126100896817448	0.256179482419037	0.185722139477016
CV_376	-0.0947349356704034	0.253485740626303	-0.192862403232996	0.181854345312678	0.175863305718912	0.210899132703991	0.126433958089182	0.121861179427049	0.105743808140782	0.117849705847777	0.236015888149463	0.181854077003831
CV_377	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_378	-0.0979166613450007	0.29155727088688	-0.197966954900734	0.196099011132111	0.189478606051319	0.227728578678462	0.136480692845778	0.124070782792181	0.111373845060378	0.128476669500286	0.261970711765638	0.186804517036907
CV_379	-0.0975799163142018	0.287476343689784	-0.197428616971686	0.194576436147682	0.188027672909546	0.225904103678406	0.135413194952962	0.123842838477688	0.110766905919001	0.127344210007211	0.259209449164761	0.186289570078954
CV_380	-0.093367648784592	0.23743368655218	-0.190674198173719	0.175792321737192	0.170075456195264	0.203871326471279	0.122133241935695	0.120886505158645	0.103388645455378	0.11331695292272	0.224948345323394	0.179682108907737
CV_381	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_382	-0.0995743344311538	0.31151053480605	-0.200671795573664	0.203453316006039	0.19664424102969	0.236419128572208	0.141660021775426	0.125236966718594	0.114362159370125	0.133970247111107	0.275523954873815	0.18936312502525
CV_383	-0.0958621160846096	0.267024378638945	-0.194663525075798	0.186915653887899	0.180672097029976	0.216881248282118	0.13001303180045	0.122644526129193	0.10772222052693	0.12163294132541	0.245224006600712	0.183626317227627
CV_384	-0.099734002353632	0.313463470776571	-0.200922906010595	0.204190034882434	0.197336966772749	0.237322251796938	0.142169809023062	0.125338383489713	0.114657733366077	0.134512590651855	0.276837665636899	0.189597192903465
CV_385	-0.0968038095989675	0.278102626823266	-0.196189170013145	0.191072128487943	0.184692598842242	0.221720444940241	0.132953353720153	0.123315316775988	0.109377314845292	0.124737458273575	0.252857320553255	0.18509771967457
CV_386	-0.0979166613450007	0.29155727088688	-0.197966954900734	0.196099011132111	0.189478606051319	0.227728578678462	0.136480692845778	0.124070782792181	0.111373845060378	0.128476669500286	0.261970711765638	0.186804517036907
CV_387	-0.0963514683333162	0.272913462307346	-0.195446440427805	0.189115367666734	0.182766559814751	0.219489949991627	0.131564667701882	0.122982716124464	0.108588407893783	0.123275045272472	0.249225645239128	0.184389408251032
CV_388	-0.0985072502671505	0.298541351068797	-0.198940796086509	0.198682708496151	0.192021719148386	0.230731814669282	0.138310040962889	0.124498460374714	0.11242622708003	0.130411098564583	0.266770025868713	0.187724633480234
CV_389	-0.0730840863988731	0.0870003678085011	-0.148006561027548	0.118529103402324	0.0934263324107769	0.143541852530729	0.0676882174355976	0.109504806184445	0.0812001170534674	0.0663899513307982	0.101373955079406	0.144383788209338
CV_390	-0.0958621160846096	0.267024378638945	-0.194663525075798	0.186915653887899	0.180672097029976	0.216881248282118	0.13001303180045	0.122644526129193	0.10772222052693	0.12163294132541	0.245224006600712	0.183626317227627
